ID_evaluacion,evaluacion,calificacion,sentimiento
91769,"La comodidad y la protección correctas, aconsejo comprar OPIS es muy importante este producto.",5,positivo
129066,"Pensé que la tela era mejor, no lo agradecí, no lo agradecí y no recomiendo este producto.",2,negativo
13555,Un horror. Llegaron todas las piezas extremadamente rayadas.,1,negativo
27503,¡Esta ducha explota y fugas en la parte superior! La compañía incluso intercambió el primero ... pero el producto es basura ... ha vuelto a explotar incluso con el pezón reductor de presión ... que ha gastado 30 reales con resistencia cada tres meses.,1,negativo
127814,"No lo recomendamos porque el café no recibe alias calientes, filtra el café con el agua tibia. Para aquellos que quieren café caliente, esta cafetera no responde. Lamento haber comprado.",1,negativo
32363,¡Lo recomiendo! Excelente servicio de mi domo y excelente producto !!!,5,positivo
39234,Equipo débil. Parece que se romperá durante el uso.,2,negativo
19298,"Genial, me gustó mucho, entrega rápida antes de la excelente fecha límite de productos. Bien lleno.  Excelente",5,positivo
97791,Excelente producto llegó mucho antes de la fecha límite que recomiendo,5,positivo
33137,"Huggies Soft Touch es un pañal de resistencia suave, cómodo y bueno ... Me encantó, a mi pequeña niña y lo recomiendo.",5,positivo
52858,"Producto muy hermoso y moderno. El panel tiene un gran final, ¡la pintura negra fue espectáculo! ¡Felicidades!",5,positivo
92900,"La sartén es excelente, hermosa, fácil de usar, súper bien, una cocina silenciosa, pero hay publicidad engañosa, porque dice que contiene 6L, pero en realidad realiza la medición con líquido y tiene solo 4L. Pero cocina un 1 kg de frijoles que es esencial y que en realidad fue para este propósito que compré, después de que explotó mi sartén convencional, tenía miedo. ¡Super recomendar!",4,positivo
114961,"Compré el producto a través del sitio, llegué a tiempo, pero muy mal empaquetados, todos estallaron, filtré todo dentro del empaque que pusieron al transporte, sin condiciones de uso, solicité el intercambio y ahora tendré que esperar a que toda la burocracia pueda usar mis productos muy insatisfechos por el servicio proporcionado.",1,negativo
103981,"Deja mucho que desear, el sonido es muy bajo incluso bien regulado y la imagen no está allí, a pesar de que es digital. No me gustó, no lo recomiendo.",2,negativo
27437,Estoy decepcionado con Tel porque se bloquea todo el tiempo que no me gustó,2,negativo
129787,Recibí el producto a tiempo y en perfectas condiciones,5,positivo
111519,Gran producto como esperaba. Recomiendo,5,positivo
42520,"A medida que el aire frío va de abajo hacia arriba, hay una formación de hielo que no deja aire frío para elevarse al enfriamiento de la parte superior. Mi refrigerador debe apagarse durante 3 días para que el hielo se derrita y se enfríe nuevamente.  Trastorno total, 3 días sin refrigerador, pérdida de productos y sin solución del fabricante.  No recomiendo",2,negativo
5426,"Producto Como se esperaba, recomiendo que sí ... mi hijo amado ...",5,positivo
121608,"Le pido que por favor contacte conmigo, ya envié algunos MSG afirmando que el producto no tiene calidad que no me devuelva, este necesario no se ajusta a mi teléfono celular, solo tarjetas y bolígrafos. Solicito la devolución de mi dinero y el retiro del producto.",1,negativo
28879,Recomiendo el producto. ¡Por gran calidad y entrega se hicieron antes de la fecha límite!,5,positivo
123643,"No entregue según lo prometido, el control es diferente de las imágenes que se muestran arriba. ¡No tiene el botón de micrófono, contacté y aún no he regresado!",1,negativo
51598,"No obtuve el resultado esperado. Confirmé instrucciones en la botella, pero no sirve de nada, la luz permaneció amarilla.",2,negativo
119913,La mercancía está fuera del tiempo de entrega y me niega saber cómo dar una respuesta convincente.,1,negativo
35435,"Hermosa muñeca, me encanta jugar con ella. Super Recomendar !!",5,positivo
59510,"Muy buen producto, llegó antes de la fecha esperada, lo recomiendo.",4,positivo
112014,Realmente me gustó el producto. Entrega súper rápida.   Felicitaciones por la agilidad en entrega y calidad en el producto.,5,positivo
49121,"Tan pronto como recibí el producto, presenté una queja en el sitio y hasta ahora no he recibido una respuesta. El CD vino con la caja rota. Solicito el intercambio del CD que todavía está en el sello. Espero regresar.",1,negativo
64823,"El producto se veía bien, pero con una semana de uso se detuvo por completo para funcionar. ¡Desgraciado!",1,negativo
132087,"Publicidad engañosa, las mentiras de la promesa, el producto no tiene efecto, no se lo recomendaría a nadie",1,negativo
40650,Muy buen ayuno no bloquees súper top estoy muy satisfecho,5,positivo
123425,Lo encontré muy bien. Recomiendo este producto que el precio también vale la pena verificar.,4,positivo
34701,"Casi una semana hablando con el SAC, me enviaron diciendo que intentaron entregar y no había nadie en la casa (pensé que era extraño) reprogramó la entrega que me quedé todo el día y no venía. No recomiendo esta tienda. No lo compres en otro.",1,negativo
61444,"Muy buen teléfono móvil, y el producto llegó antes del tiempo de entrega",5,positivo
120259,Uno de los reactores y lámparas vinieron a la gente malcriada.,1,negativo
67103,"Para el valor de esta tableta, la pantalla está muy por debajo de la calidad de su competidor de iPad. No soy fanático de Apple, y lamento los fanáticos de Samsung, pero no vale la pena esta tableta. El botón de inicio es horrible, parece un botón de tableta desde China, pequeña pantalla táctil sensible, sonido débil. Los puntos positivos son la duración de la batería y la pluma, en los demás me decepcionó. No es un dispositivo malo, pero es incompatible con la cantidad cargada, debería ser mucho mejor.",2,negativo
67798,"Quiero mi producto, lo pagué por ello. Evalué el producto solo para continuar, porque no tengo noticias.",1,negativo
68246,"Es un dispositivo que no se bloquea, la excelente cámara, al final, un gran dispositivo que recomiendo a todos. Estoy seguro de que nadie se arrepiente. Estoy muy satisfecho iracema",5,positivo
86144,Gasté dinero por nada porque el libro no ha llegado ... Han pasado 2 meses. Aff !!!,1,negativo
102010,El producto llegó rápidamente pero desregulado. ¿Es posible que pueda regularlo yo mismo?,2,negativo
23680,Lo di como un regalo de boda y lo compré aquí porque es el sitio más barato y confiable. La fecha de entrega esperada fue embrujada porque fueron dos días más desde la fecha de la boda. Pero la tienda me sorprendió y llegó con + o 8 días. Llegó a alcaldes e intactos. Seguramente recomendaría esta venta. ¡Compraré más a menudo aquí!,5,positivo
130675,"El producto no funciona, vino con el problema en la salida para instalar la cámara inversa y ha estado tratando de cambiar el producto y no puedo ir de una compañía a otra y no resolver nada. No recomiendo ni compro más en este sitio, porque no ofrece asistencia.",1,negativo
16056,"Realmente me gustó mi teléfono móvil G5s Plus. Es un teléfono celular de muy alta tecnología, un diseñador rápido, preciso y de buen gusto, acabado delgado, imagen espectacular y para un buen gusto. Gracias.",5,positivo
44662,"Compré el producto, la entrega fue rápida, pero después de usarlo por tercera vez ya no funciona.",1,negativo
56857,"El teléfono es el mejor de la línea intermedia, la batería dura todo el día, y parece que juego juegos pesados, la cámara es excelente, no se bloquea, y tiene una memoria de 32 GB, y todo por un excelente precio, y algo más, este teléfono puede duplicar aplicaciones como WhatsApp, Facebook, etc., recomiendo este producto.",5,positivo
67131,El dispositivo no cumplió con mis expectativas. ¡El producto no se calienta bien!,2,negativo
130184,"El producto tiene un excelente acabado. Súper indico no y chino, sino japonés el dispositivo",5,positivo
3266,"Me gustó el muy buen producto que compré 10, ya estoy usando la mitad de recomendación de la entrega súper rápida, muchas gracias",5,positivo
41570,"El producto tuvo un tiempo de entrega de 2 meses. Lo encontré muy alto, sin embargo, algunos informes dijeron que llegué antes, así que lo compré. Además, llegó con más de una semana tarde, porque me quejé. El producto en sí: de baja calidad, llegó con varios pelados en los bordes.",2,negativo
84975,"Los hombres mismos están bien hechos y de hierro, pero sus soportes son de plástico que dejan algo que desear.",2,negativo
84077,"Me encanta mi cuaderno, ya sea para descargar archivos y películas, leer en línea o simplemente navegar por Internet. Muy buen producto, fácil de manejar, liviano y con diseño audaz.",4,positivo
15608,"¡A los niños les encantó, lo encontré hermoso y llegué mucho antes de la fecha límite! Preguntarse",5,positivo
65252,¿Cómo recomendar un producto que ni siquiera ha llegado hasta ahora?,1,negativo
97131,"Porque está apagado la protección contra las hojas de luz solar que se desearán; En cuanto a la cortina en sí, buen material y reanguaje",2,negativo
110442,"Gran ducha, entrega a tiempo, lo único que no me gustó fue la cantidad de espuma de poliestireno picada que entró en el paquete, se pega en todo e hizo la suciedad más grande cuando abrí la caja, difícil de limpiar.",5,positivo
20644,"Design Mt bonito, me perdí los números, pero ya compré sabiendo que no lo tenía, pero MT buen producto",4,positivo
39976,"Las varillas de protección con isotubes no tienen ajuste y no son firmes y, a medida que el niño salta, los pies se mueven, la compañía nunca debe vender este producto que sea de mala calidad y puede llevar riesgos de lesiones graves a los niños.",1,negativo
44275,Esta máquina es un modelo simple y efectivo y ha logrado expectativas. Pero he tenido otras máquinas de depilación de Philips con más atributos.,4,positivo
55512,Compré un producto que recibí otro totalmente diferente. Me comunicé y nadie me respondió,1,negativo
81034,"Grande, pero es terrible ventilar. Simplemente nada llega a la brisa cuando estás a más de 1 metro del dispositivo. El viento es muy débil.",1,negativo
17841,"Blinded no tiene nada comprado una de esta tienda y la odié, no cumple lo que promete, la película súper delgada vino con los bordes de los bordes, pagué las manos queridas comprar esta tienda nave10",1,negativo
31220,"Estoy satisfecho con el producto, más allá de la expectativa.",5,positivo
16812,"Muy buen mouse, increíble para CS Go, ¡excelente material!  ¡Ratón grande si tienes una mano pequeña, no lo recomiendo! ¡Como Palm Grip Game es muy bueno!",5,positivo
36240,"No me gustó la alfombra ni me comparó con la foto, mala calidad",1,negativo
116349,"Con respecto a la venta, todo bien llegó antes de la fecha límite, pero la calidad del producto deja un poco que desear es muy frágil y la parte posterior y por encima de donde aparece Mickley es el papel (tiene que cortar de la caja).",2,negativo
90624,Versátil y con mayor potencia en comparación con otros modelos de la misma línea.,4,positivo
81635,Pedí un producto y vino otro. Primera y última vez que te compro algo,1,negativo
12933,"Producto sin calidad, esta batería descarga rápidamente es adicto.",1,negativo
7962,Mi hermana indiscutame el libro porque estoy embarazada y estabas a un excelente precio y me dio rápidamente,5,positivo
110896,"Producto con formato muy llamativo, elegante e imponente. Producto sin daños, sin amor, sin descansos.",4,positivo
59280,"La visualización de aparecer no aparece ninguna información. Ni siquiera el número que estamos llamando, y mucho menos el número que nos llama. Ninguna fecha, sin horas, etc ... ¡nada! Funcionaba normal, pero con tres meses de uso era así.  Tampoco fue por falta de cuidado porque nunca dejó el estante.",1,negativo
76548,El bolígrafo y el lápiz hicieron un par hiper frío para dar como regalo y aún pagaron la mitad del valor de la tienda del centro comercial.,5,positivo
110243,"Pessimo asistió, llegó piezas faltantes. Hice quejas más de 1 mes no tiene retorno, solicité nuevamente que las piezas dieron 2 meses que incluso 2 meses para entregar ... ¡insatisfecho!",1,negativo
1917,El producto cumple con las expectativas. El producto cumple con las expectativas que el producto cumple con las expectativas,4,positivo
95116,No recomiendo que la mesa se desmantele súper fácil y muy frágil,1,negativo
77184,"El producto es práctico y económico porque disminuye en gran medida el consumo de polvo y no utiliza el filtro. Sin embargo, en menos de un mes de uso se estropea, enciende la luz como si estuviera encendido, pero no funciona.",2,negativo
44149,¡El producto vino con defectuoso y chocando al tocar música! ¡No lo recomiendo!,1,negativo
11783,"El purificador Eletrolux PE11x no sale de agua, e hice todos los procedimientos que el Sac de Eletrolux recomendó y no continúa sin salir del adorno, no solo compre",1,negativo
62777,No me gustó ......................................................................................................................................................................................................................................................................... .........................................................................................................................................................................................................................................................................,2,negativo
76756,"Buenos días, no me gustó el producto, porque el primer día de las sartenes usa los cables derretidos, tanto las sartenes como la taza, tengo que cocinar en el fago bajo y, sin embargo, todos los cables se queman y comienzan a derretirse, ¡extrañas para tener una sartén y no poder usar el calor normal porque los cables se derriten!",1,negativo
7107,¡El teléfono tiene un gran rendimiento excelente excelente cámara!,5,positivo
66326,"Además de ser un caminante, tiene varias actividades en el frente.",5,positivo
62016,Recibí un producto con problemas y usé la apariencia. Hasta ahora no se ha hecho el intercambio. Todavía falta 1 que no vino.,1,negativo
85562,¡Se lo recomiendo a todos! Magnífico rendimiento y cámaras perfectas.,5,positivo
30393,"¡No compre nada de esta tienda, compré esta cortina hará 40 días y hasta el día de hoy, tuve que comprar uno en otra tienda, más de 1 mes para emitir la factura, hasta el día de hoy no me he enviado el producto!",1,negativo
16075,"Sin embargo, en mi caso había ruidos internos, como si algo se raspara constantemente. Pero el producto es rápido, elegante y compacto, perfecto para la rutina.",4,positivo
5239,"Buenas tardes compré 02 volúmenes y me entregaron 01. Dado que dos en el NF estaban consistiendo 01 de volumen y, en conocimiento de la carga, el personal del transportista dijo que se abrió llamado y nada. Pagué la vista 02 productos y recibí 1.",1,negativo
43962,Cumplió con las expectativas y la super recomendación! El es muy hermoso,4,positivo
100104,Muy buen producto fácil de instalar y no necesita configuración,5,positivo
99116,Fácil de instalar. Es lo mismo que el original. La entrega dejó algo que desear.,4,positivo
